role_id,company,role_title,expected_recommendation,actual_recommendation,fit_score,estimated_level,level_confidence,level_rationale,expected_blocked,actual_blocked,blocker_match,surface_match,all_surfaced_match,evaluator_version
LNP-063,Parloa,Working Student - AI Agent Architecture,skip,skip,35,L3,92,"Working Student role designed for currently enrolled Bachelor's/Master's students in CS or related disciplines, working 16–20 hours per week. This is unambiguously L3-equivalent (intern/early-career learning scope), regardless of. The JD's educational requirement, part-time hours, learning-focused framing, and Professional Services support structure all anchor this as a junior, student-focused entry point."".",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-064,Stripe,"Product Designer, Risk",skip,skip,38,L5,78,"Posted role requires 8+ years of product design experience at a product-driven technology company, with explicit demand for portfolio, visual craft, and interaction design discipline. This anchors the role at L5 (established senior IC ownership in a specialized design discipline). Company stage not stated in JD. confidence lowered slightly for missing context.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-065,Checkout.com,"Senior Specialist, Benefits",skip,skip,37,L4,70,"Regional specialist role focused on end-to-end benefits administration, vendor management, and strategic planning with UK/Ireland scope. Requires extensive benefits-domain knowledge and hands-on execution. operational maturity and autonomy signal mid-senior IC level (L4) rather than L5 scope. High-growth fintech context adds modest senior-IC expectations, but core domain is HR/benefits specialist rather than strategic transformation.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-066,Pigment,Partner Excellence Manager - London,skip,skip,51,L4,70,"JD title is ""Partner Excellence Manager"" with no explicit years required or team-size scope. At a 600+-person SaaS company, ""Manager"" typically maps to L4 (3–5 years, team or functional ownership, early-career IC or lead). Estimated confidence is moderate because the role does not specify whether it is IC or team-management, and company growth stage does not fully clarify seniority band.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-067,Helsing,Systems Technical Writer,skip,skip,19,L4,68,"Physical product technical writing role requiring multidisciplinary aerospace/defence/UAV domain expertise, direct CAD/schematics interpretation, structured authoring tools (MadCap, FrameMaker, LaTeX), and PLM/version-control fluency. Implies 5–8 years of specialist technical documentation experience. ownership of end-to-end documentation maturity and compliance suggests mid-senior IC scope (L4 floor). Company stage unknown (early/growth implied by European mission and hiring velocity). reporting line not stated.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-068,Mistral AI,Applied Scientist / Research Engineer - Singapore,skip,blocked,29,L5,75,"Role requires expert PyTorch/JAX, production ML engineering, GPU cluster troubleshooting, and state-of-the-art model training on thousands of GPUs. This is senior IC ML engineering (L5–L6 range). JD emphasizes independent shipping, high-performance code, and deep ML infrastructure ownership. PhD/Master preferred but not hard-blocked. however, core duties are unmistakably production ML engineering.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-069,Flix,Qualifizierte:r Zugchef:in (m/w/d) FlixTrain,skip,skip,6,L3,75,"Operationally-focused on-board conductor and train-operations role with no management scope, structured shift scheduling, and compliance-driven responsibilities. Typical German railway conductor salary range (€3,500 fixed base) aligns with experienced entry-level to junior operational role. Estimated L3 based on specialized technical credential requirement, operational execution focus, and absence of strategic or leadership scope.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-070,Helsing,Project Manager,skip,blocked,52,L5,72,"Role requires 4–6+ years coordinating complex defence/aerospace programme delivery with PMP or equivalent, direct exposure to senior stakeholders, and structured cross-functional execution. Company size and stage unknown. assumed mature enterprise defence contractor. These signals suggest L5 (Senior IC / Lead scope) to low L6 range. Confidence moderated because company stage, team size, and reporting line are not specified in JD.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-071,HelloFresh,Senior International Category Manager (m/f/x),skip,skip,35,L5,78,"Role requires 6–8+ years of strategic procurement with deep agricultural domain expertise, senior matrix leadership, and multi-year portfolio transformation. senior title, executive stakeholder alignment, and mentorship scope point to L5. Company size/stage and reporting line are not stated in JD, lowering confidence slightly.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-072,Deputy,Lead Platform Security Engineer,skip,blocked,8,L5,70,"Lead Software Engineer at a unicorn-stage SaaS company with platform/reliability and security ownership scope, leading key technical projects and cross-team architecture. No years-required or management-scope language in JD. ""Lead"" title typically maps to L5 IC. Company stage and ""leading the build"" suggest established ownership, but early-stage context is unstated.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-073,Xero,Accounting Professional? Discover a new career in SaaS Sales with Xero,skip,skip,44,L4,80,"Role requires 3–5+ years of accounting-practice or CPA experience and emphasizes autonomous territory management and relationship-building within a structured SaaS environment. JD signals L4 Manager or Senior IC scope—responsible for territory outcomes and advisory delivery—but does not clearly indicate management of managers or executive reporting. Assigned L4 based on autonomous territory scope, cross-functional advisory, and career-progression language. company stage not stated, lowering specificity.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-074,Waymo,International Operations Safety & Readiness Manager,skip,skip,50,L4,78,"JD requires 7+ years in operations with safety criticality and proven ability to build frameworks and standardized processes from scratch. Single reporting line to a Manager (not skip-level to Director/VP), regional scope (UK/Europe expansion), and explicit Bachelor's degree requirement anchor this as a strong L4 IC scope. No manager-of-managers or multi-team leadership indicated. 7+ years and hands-on accountability for safety and process architecture align with L4 IC seniority in operations roles.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-075,Checkout.com,Incident Response Engineer,skip,blocked,29,L5,75,"L5 IC scope: leads technical incident response for a global fintech platform (10B+ daily transactions), owns SIEM/vulnerability operations, coordinates across endpoint/identity/cloud/SaaS teams, reports into security leadership. No manager-of-managers delegation. established autonomous IC authority with cross-functional influence.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-076,Airwallex,"Staff Product Manager, Yield",skip,skip,56,L5,72,"JD requires 6+ years professional experience and does not state internship, associate, or junior scope. Title is ""Staff Product Manager"" (often L5-equivalent at mid-to-large tech), owning full product strategy, roadmap, and cross-functional delivery for a fast-growing business unit within a well-funded, multi-billion-dollar platform company. Reporting line not specified. No managing-managers scope stated. 6+ years is L4-L5 coarse anchor. Staff title and full strategy ownership push toward L5.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-077,Airwallex,"Staff/Senior Data Scientist, Analytics (Payments)",skip,blocked,48,L5,75,"Role requires 7+ years in quantitative field and a degree (MS/PhD bonus), with mentorship and single-threaded technical ownership of cross-functional initiatives. This maps to L5 (senior IC) at a high-growth fintech company. No company stage/size is stated, lowering confidence slightly. title and scope suggest established scale, not seed or early-stage.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-078,Sierra,"Sales Director, Spain",skip,skip,38,L5,75,"Sales Director at early-stage AI company. 10+ years enterprise sales, $1M+ quota, complex-deal ownership, and GTM-motion definition responsibility. Title and account-scale indicate L5-L6 range. no stated management span. Early-stage context and strategic GTM input push toward upper-L5 / low-L6.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-079,Celonis,Lead Value Engineer,skip,blocked,55,L4,75,"The JD describes full end-to-end customer value ownership, account expansion, senior stakeholder engagement (C-level), and cross-functional partnership with Sales. Language like ""Lead"" and responsibility for landing, expanding, adopting, and renewing suggests mid-to-senior IC scope without explicit manager-of-people responsibility, mapping to L4 (Senior Manager / Senior IC) in typical SaaS consulting roles. No reporting line or company size stated, slightly lowering confidence.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-080,Airwallex,"Staff Data Scientist, Algorithm (Payments Fraud & Optimization)",skip,blocked,32,L6,72,"Staff Data Scientist IC role with 5+ years required data science experience, advanced degree mandate, production ML deployment, and algorithm/experimentation thought leadership. Reports to leadership driving payments optimization at scale. This is a senior technical IC with substantial scope (L6 in Google-equivalent terms). Company stage (unicorn, 2,200 employees, global) and role criticality support L6 floor."".",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-081,Airwallex,"Engineering Lead, Infrastructure (Data & AI)",skip,blocked,31,L5,78,"Role requires 6+ years of engineering with team leadership, hands-on infrastructure expertise (Kubernetes, Terraform, GitOps), and direct mentoring scope. This maps to a senior IC or junior-manager track at an established company. Google-equivalent L5 (Senior IC) or borderline L6 (Manager) based on the 6+ year floor, direct reports, and technical leadership mandate. estimated L5 with team-scale ownership starting to bridge toward management.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-082,Helsing,Helsing – Formula Student Programme | Closed Opportunity,skip,skip,12,L3,85,"Role is explicitly for current Formula Student Germany participants considering working-student or transition-to-full-time pathways. JD describes early-career hiring targeting undergraduates and recent graduates, not experienced hires. No seniority indicators (team size, span, reporting line, budget) in JD. context and eligibility exclusion alone establish L3 (intern/entry pathway).",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-083,Airwallex,Director of Product Design - Developer Platform,skip,skip,32,L6,78,"Posted role requires 12+ years in product/UX design (design-specific) with 4+ years managing senior designers. Director title, multi-region studio leadership, and mandate to set design vision and standards across complex financial and developer products signal L6 scope. JD does not cite executive/enterprise breadth typical of L7+.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-084,Sierra,"Product Manager, Agent Development (Italian speaking)",skip,skip,56,L5,75,"Role requires 5-7+ years in technical product development with past PM or senior equivalent experience. Posted title is ""Product Manager, Agent Development"". JD emphasizes direct customer partnership, technical strategy influence, and roadmap scoping with engineering—scope consistent with L5 Senior IC or Lead PM. Reporting line and company stage not stated. Sierra's founder pedigree (ex-Salesforce co-CEO, ex-Google leadership) suggests established venture growth, which moderately raises expected scope. Eight years required + technical depth + customer advisory scope → L5.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-085,Databricks,"Manager, Field Engineering Italy",skip,blocked,45,L5,75,"Manager of a pre-sales technical team reporting to likely Sales or SVP. requires mentoring and scaling experience, cross-functional partnership, and regional leadership scope. Salary band €107.6k–€147.9k and team-leadership scope suggest L5 IC or L4–L5 manager-equivalent. title and regional ownership anchor to L5 baseline in mid-market SaaS context (Databricks scale).",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-086,Celonis,Senior/Lead Value Engineer - Public Sector & Defense,skip,blocked,48,L5,75,"Role title is ""Senior/Lead Value Engineer"" with 5+ years required in solutions consulting, pre-sales, or value engineering. customer-facing accountability. and executive-presentation scope. This maps to L5 (established IC or senior-track responsibility). Company stage and reporting line are not stated, lowering confidence slightly.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-087,OpenAI,"Product Manager, Integrity",skip,skip,56,L5,78,"JD requires 10+ years of PM or related experience, technical environment cross-functional leadership, and reporting scope across product, safety, policy, ops, and engineering teams. OpenAI's scale and integrity scope imply L5 (senior IC) or L6 (manager-of-managers). no explicit management scope stated. 10+ years maps coarsely to L5–L6 boundary. lacking explicit people-management language, estimated as L5 with strong scope signal.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-088,Helsing,Schichtleiter in der Produktion,skip,skip,27,L3,72,"JD describes a shift supervisor supporting a production manager with direct assembly-team leadership, quality monitoring, and compliance duties. No years required stated, but title, peer reporting to production manager, and frontline hands-on scope align with L3 (junior team lead or supervisor entry-level role). Company size/stage not stated. unclear if this is startup exception context.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-089,Mistral AI,Executive Assistant to the CRO,skip,skip,26,L3,75,"Executive Assistant roles supporting C-level leaders typically require 2–4 years of administrative or coordination experience, strong organizational skills, and attention to detail. The JD emphasizes scheduling, travel coordination, calendar management, and event support—core L3 administrative duties. No strategic ownership, business unit responsibility, or 5+ years of leadership experience is required or implied.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-090,Airwallex,"Senior Manager, Revenue Strategy & Operations",apply_now,apply_now,88,L5,82,"Employer is well-funded ($8B valuation), global scale (2,200+ people, 26 offices), and mature-startup stage. context supports L5 seniority. Required years 5+, but scope includes product strategy direction, market expansion leadership, and financial-modelling ownership—these are senior-IC anchors consistent with L5-equivalent."".",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-091,Airwallex,Staff AI Engineer,skip,blocked,23,L6,85,"Staff Engineer role requiring 10+ years backend SWE, distributed-systems design, and proficiency in production languages is a strong L6 signal. The scope is setting technical vision, architecture design, and driving AI platform strategy for a mature, well-funded fintech platform ($8B valuation, 2,200+ employees). Reporting and scope imply senior IC or lead-engineer level, consistent with L6.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-092,Airwallex,Senior Compliance Manager & Deputy MLRO,skip,skip,29,L5,80,"Senior Compliance Manager & Deputy MLRO is a regulatory and governance leadership role in a $8B fintech with 2,200+ employees. The JD requires 5+ years of direct financial crime compliance experience, auditing/assurance background, regulator interaction (specifically AUSTRAC), and in-depth AML/CTF law expertise. This positions the role at L5: established senior individual contributor with explicit regulatory ownership, second-line advisory authority, and cross-functional influence over commercial and product decisions.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-093,Snowflake,Senior Partner Solution Engineer,skip,blocked,41,L5,82,"Role requires 10+ years of relevant industry experience, hands-on design of data pipelines (Spark, Kafka), DevOps/CI/CD execution, deep cloud platform architecture knowledge, and technical authority in partner enablement. These signals align with L5 senior IC or L5–L6 boundary (strong technical depth + strategic partnership scope). Company size context (unknown) and regional partner focus (ASEAN) lower confidence slightly, but 10+ years + technical hands-on requirements are strong L5+ anchors.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-094,HelloFresh,Intern Menu Planning & Ingredients (f/m/x),skip,skip,21,L3,95,"Internship role explicitly designed for students or recent graduates (5–6 months, €700/month, structured mentorship). Requires current enrollment in HBO/WO program with internship documentation. This is an entry-level rotation typical of L3 scope (0–2 years equivalent), not a.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-095,Mistral AI,"Applied AI Engineer, CyberSecurity",skip,blocked,24,L4,60,"Applied AI Engineer suggests IC L4-L5 scope. JD emphasizes hands-on agent/LLM composition, context engineering, and fast delivery rather than deep SWE leadership or manager scope. No explicit years required, management scope, or reporting line stated. Company stage and hiring volume are unknown, limiting confidence.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-096,Airwallex,"Senior IT Engineer, Financial System",skip,blocked,40,L5,75,"JD requires 5+ years (inferred from ""strong technical knowledge"" and ""proven ability""), hands-on ERP and integration engineering, leading technical design, and escalation expertise. Role reports to IT FinEng leadership (likely Manager/Director level) at a $8B fintech with 2,200 employees. This maps to a senior-IC or early-management engineering level, approximately L5 (6–9 years senior-IC ownership). Confidence slightly reduced because company stage context is clear but exact reporting line is not stated.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-097,Airwallex,Technical Support Lead (Asia Pacific incl. China coverage),skip,skip,36,L4,70,"Role requires 3+ years people management (L4 signal) plus 5+ years customer-facing technical support and technical depth (HTTP, SQL, REST, JSON, troubleshooting). Leadership and technical scope together map to L4. Company size (200k+ customers, $8B valuation) does not elevate the posting significantly beyond the responsibility scope stated.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-098,HelloFresh,Field Talent Community,skip,blocked,13,unknown,5,"JD is a generic talent community holding page with no stated years required, reporting structure, scope, or level indicators. Department is listed as ""People"" but no concrete People Operations or HR responsibilities are defined. Company size/stage context is unknown. Role cannot be reliably estimated.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-099,Xero,Head of Technical Innovation (APAC),consider,consider,71,L5,72,"Role is described as individual contributor with leadership mindset, reporting to Regional Director on 10-person APAC leadership team, with broad cross-functional influence, market-facing accountability, and strategic roadmap ownership. Eight years of required experience, senior stakeholder influence, and cross-regional execution suggest L5 (Senior IC or Lead equivalent). confidence is tempered by lack of stated company size context and ambiguity between pure IC and light leadership scope.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-100,Databricks,Delivery Solutions Architect,skip,skip,56,L5,78,"Role requires 5+ years of technical program delivery accountability, customer-facing technical leadership, complex program orchestration, and executive stakeholder engagement. Reporting to a DSA Manager within a defined field-engineering function and managing strategic accounts indicates senior IC or lead scope. No manager-of-managers language. scope is individual-contributor technical leadership within a large enterprise software vendor. Aligns with L5 (Senior IC or Lead) due to technical accountability, account ownership, and cross-functional orchestration responsibility.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-101,Sierra,"Strategist, Agent Development (Italian speaking)",skip,skip,56,L5,72,"JD signals L5 equivalent: references \""multiple complex, high-visibility projects,\"" cross-functional leadership across technical and non-technical stakeholders, and trusted-advisor scope to customers. No explicit years, management scope, or reporting line stated, lowering confidence. Title \""Strategist\"" in AI-product context at a well-funded, founder-led platform company (Bret Taylor, Clay Bavor) suggests senior IC or partner-level ownership, consistent with L5. Company stage/size unstated in JD, moderating confidence further.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-102,Databricks,"Manager, Field Engineering - Strategic Accounts Germany",skip,blocked,48,L6,75,"Role requires managing a pre-sales team, reporting to Director, Field Engineering, with ownership of coverage, hiring, performance management, and strategic customer relationships at C-level. Manager-of-managers scope combined with P&L ownership (pre-sales ROI, win-rate impact) and regional leadership representation points to L6. Company stage (10,000+ customers, 50% Fortune 500) and Germany strategic-accounts focus reinforce senior seniority anchor.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-103,N26,AFC Associate - SAR Delegate (CDD / Fixed-term contract),skip,skip,24,L4,75,"Role requires 3+ years' professional experience in AML-CFT operations, a law or Grande École degree, and independent SAR authority (Déclarant Tracfin) with oversight of team guidance and regulatory submissions. These are L4-equivalent IC responsibilities in financial crime, not L3. Regulatory accountability, investigation sign-off, and template/procedure design map to senior-specialist scope. Fixed-term contract and French regulatory specificity do not adjust level but signal short-tenure, compliance-delivery intent rather than strategic growth.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-104,Anthropic,"Senior Data Center Capacity Delivery Manager, AUS",skip,skip,27,L5,72,"JD requires 8+ years in ""highest level of site leadership"" managing data center delivery or infrastructure deployment at scale, with demonstrated expertise in end-to-end dirt-to-delivery processes, deal readiness validation, and cross-functional stakeholder coordination. This maps to established senior-IC ownership or equivalent management scope (L5), though company size/stage context is unstated, reducing precision. No mention of managing managers or executive reporting scope elevates this beyond L5.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-105,Airwallex,"Senior IT Engineer, LRC",skip,blocked,37,L5,75,"Role requires 5+ years relevant experience, expert IAM/orchestration depth, and full-stack IT engineering ownership across identity, workflows, cloud, and MDM systems. This maps to mid-to-senior IC (L5) scope within IT engineering discipline, with scope slightly elevated by global legal-team partnership and autonomy expectations.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-106,Airwallex,"Senior Manager, Finance Technology & Architecture",skip,skip,59,L5,78,"Role requires 6+ years in digital transformation/enterprise systems with architecture and delivery scope. Reporting directly to Head of Strategic Finance at a funded fintech scales this to L5 (strong IC ownership, cross-functional leadership, end-to-end program accountability). No manager-of-managers or director-title expectation stated, so L6 is not supported. Bachelor's requirement is met. company size ($8B, 2,200+ employees, post-Series funding) and transformation scope anchor an L5 role.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-107,Airbnb,"Market Lead, Experiences",skip,skip,53,L4,78,"Role requires 8+ years in sales/account management. posted salary £94–118k indicates mid-market IC or junior team lead scope. No management scope stated. emphasis on individual account ownership, leads pipeline, and quota delivery aligns with L4 senior IC. Company size unknown, limiting confidence. Airbnb scale suggests structured seniority, but title and JD do not indicate manager-of-managers or director scope.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-108,Airwallex,"Senior Product Manager, Identity & Authentication",skip,skip,56,L5,80,"6+ years required, strategic platform/B2B product ownership from discovery to rollout, cross-functional leadership (Product, Engineering, Risk, Compliance), and technical fluency (APIs, data pipelines, architecture debate) align with L5 senior IC or lead scope. No management-of-managers or senior director title/reporting signal observed, and company stage/size context is not detailed in JD. confidence is high on seniority anchors but modest on organizational context. Singapore/Sydney role suggests established market, not startup exception.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-109,Block,"Principal Designer, TIDAL",skip,skip,38,L5,70,"Principal Designer with 8+ years required, end-to-end ownership of complex product initiatives, mentorship scope, and influence on business strategy maps to L5 IC leadership. Reporting to TIDAL design leadership within a small, strategic team and the expectation of foundational design voice and systems-thinking leadership confirm mid-to-senior IC scope, though company stage/size details are not stated in JD.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-110,Databricks,Senior Solutions Architect - Lakewatch,skip,blocked,33,L5,78,"JD requires 5+ years customer-facing pre-sales/consulting in security, with deep SecOps, SIEM, detection engineering, and security-product roadmap influence. Tier-3 technical escalation scope and CISO/SOC advisory role point to L5 IC with established security-domain credibility. No managing scope documented. role maps to L5 seniority floor in Databricks field-solutions hierarchy.",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-111,Sierra,"Product Manager, Agent Development",stretch,skip,55,L5,78,"JD explicitly requires 5-7+ years in product development of highly technical products and past PM experience at or above Senior PM level. No manager-of-managers scope mentioned. Early-stage PM context and co-founder PM backgrounds (Bret Taylor, Clay Bavor) suggest mid-senior IC shape. Normalize to L5 (Senior IC / established PM leadership scope with 5-7+ years and senior-level PM requirement).",False,False,,True,False,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-112,Pigment,Talent Acquisition Manager GTM - Paris,skip,skip,58,L4,75,"Role title ""Talent Acquisition Manager"" suggests individual contributor or small-team leadership. no management-of-managers scope cited. Company is 600+ person SaaS (scaling stage) with strong funding. Role appears L4 based on typical TA manager scope and company maturity.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-113,Helsing,Systems Engineer - Electromagnetic Interference (EMI),skip,blocked,22,L5,72,"Role requires end-to-end EMI/EMC ownership for airborne defense platforms, translating complex aerospace/military requirements into subsystem specifications, and leading EM modeling and certification. JD lists degree requirement and hands-on EM simulation tool expertise as core duties. This is a senior-IC or principal systems-engineer role (L5) requiring 7–12+ years of aerospace/defense platform systems experience, not operations or product leadership. Estimated level is L5 (senior specialist role).",False,True,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-114,Anthropic,"Head of Enterprise Sales - Industries, ANZ",skip,skip,38,L6,78,"Role requires 15+ years enterprise sales (L6+ anchor), 5+ years leadership managing large-scale sales operations, and team-building at scale in sophisticated enterprise markets (Australia/New Zealand). Title ""Head of"" with regional P&L and team leadership responsibility maps to L6 in this context. JD clarity and years requirement strongly support L6 estimate.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-115,HelloFresh,Nutrition Manager (all genders),skip,skip,14,L4,70,"Requires 3+ years as a Registered Dietitian with active EU certification, plus cross-functional product and program ownership (recipe development, nutrition consultation program build-out, team scaling). Reporting to Head of Product with end-to-end nutrition ownership suggests established single-IC scope. Mid-market food/CPG context and small fast-moving team indicate L4 Senior IC or lead role, not L5+ scale.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-116,Mistral AI,Data Annotation Quality Specialist,skip,skip,28,L3,70,"JD states ""Specialist"" role in a research annotation team with no management scope, no years required, and no reporting-line detail. Title and scope-narrowness imply individual-contributor analyst level, estimated L3. Confidence is moderate. company stage and team size are unknown, which could shift specialist-level interpretation slightly.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-117,Sierra,Enterprise Sales Leader (ANZ),skip,skip,41,L5,80,"Role requires 10–15+ years in enterprise customer-facing sales with large-quota and team leadership scope (5+ years managing AEs), plus day-one prospecting and deal-closing accountability. This is a classic L5–L6 sales leadership role anchored by explicit tenure and team-building requirement.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-118,Airbnb,"Manager, Luxe Supply",skip,skip,46,L6,82,"Role requires 10+ years in sales/BD/hospitality/marketplace plus 4+ years leading and scaling field-based teams across EMEA/APAC. Manager-of-managers scope (leading team of Luxe Market Managers), regional P&L ownership, and senior cross-functional leadership signal L6. explicit experience thresholds and team-scaling requirement reinforce this level.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-119,Airwallex,"Senior Manager, Enterprise Strategy & GTM, APAC",consider,consider,73,L5,75,"8–12+ years required. ""Senior Manager"" title. enterprise GTM and strategy scope. reporting to Global Revenue Strategy department suggests senior individual-contributor or frontline-manager role. Company stage ($8B, 2,200+ headcount) and complexity anchor at L5 (established senior IC / lead role). no explicit manager-of-managers language.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-120,Checkout.com,"Manager, Fraud and Risk Strategist",skip,skip,28,L5,60,"Title ""Manager"" with data-science and credit-risk modeling depth typically L5 IC or team-lead scope. SQL and Python proficiency required. credit risk and payments domain experience expected. Role does not clearly state management of people or reporting line. company size unknown, lowering confidence in final seniority estimate.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-121,Databricks,"Director, Lakebase Sales Specialists (Central region)",skip,skip,44,L6,78,"Director-level title with explicit team management scope (recruit, hire, coach a regional specialist team), revenue ownership (quarterly and annual targets), and global stakeholder coordination (VP-level sales leadership, Product, Engineering) indicate L6. No manager-of-managers or enterprise P&L scope stated, keeping role at senior individual contributor + team leadership band rather than L7+.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
LNP-122,Flix,Partner Manager (m/w/d) - DACH Region,skip,skip,47,L4,82,"JD requires minimum 2 years BE experience. role emphasizes portfolio ownership, contract negotiation, project leadership, and cross-functional coordination with executive visibility. Responsibilities align with senior individual-contributor or lead scope: central stakeholder management, decision-support analytics, and autonomous project direction suggest L4 without manager-of-managers authority typical of L5+. Company stage/size and Berlin location do not alter level assessment.",False,False,,True,True,hybrid_claude_v4; prompt=role_evaluation_v6; model=claude-haiku-4-5
